frame-000.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-001.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-002.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-003.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-004.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-005.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-006.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-007.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-008.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-009.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-010.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-011.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-012.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-013.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-014.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-015.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188
frame-016.yuv.gz, 2, 406, 186, 422, 186, 673, 189, 693, 188

