frame-000.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-001.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-002.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-003.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-004.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-005.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-006.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-007.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-008.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-009.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-010.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403
frame-011.yuv.gz, 2, 422, 222, 462, 222, 859, 386, 956, 403

