frame-001.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-002.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-003.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-004.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-005.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-006.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-007.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-008.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-009.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-010.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-011.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-012.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-013.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-014.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-015.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-016.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-017.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-018.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-019.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-020.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-021.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-022.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-023.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-024.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-025.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-026.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-027.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-028.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-029.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-030.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-031.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-032.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-033.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-034.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-035.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-036.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-037.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-038.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
