frame-000.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-001.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-002.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-003.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-004.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-005.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-006.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-007.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-008.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-009.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-010.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-011.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-012.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-013.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-014.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-015.yuv.gz, 0, -1, -1, -1, -1, -1, -1, -1, -1
frame-016.yuv.gz, 1, 355, 68, 421, 72, -1, -1, -1, -1
frame-017.yuv.gz, 1, 499, 114, 552, 118, -1, -1, -1, -1
frame-018.yuv.gz, 1, 536, 113, 592, 118, -1, -1, -1, -1
frame-019.yuv.gz, 1, 595, 112, 652, 114, -1, -1, -1, -1
frame-020.yuv.gz, 1, 593, 123, 655, 125, -1, -1, -1, -1
frame-021.yuv.gz, 1, 568, 145, 630, 145, -1, -1, -1, -1
frame-022.yuv.gz, 2, 514, 166, 581, 172, -1, -1, -1, -1
frame-023.yuv.gz, 2, 514, 166, 581, 172, -1, -1, -1, -1
frame-024.yuv.gz, 1, 522, 133, 567, 137, -1, -1, -1, -1
frame-025.yuv.gz, 1, 514, 142, 566, 145, -1, -1, -1, -1
frame-026.yuv.gz, 1, 443, 138, 502, 141, -1, -1, -1, -1
frame-027.yuv.gz, 2, 377, 178, 436, 177, -1, -1, -1, -1
frame-028.yuv.gz, 2, 286, 301, 340, 301, 1222, 306, 1271, 316
frame-029.yuv.gz, 2, 163, 395, 221, 394, 1080, 394, 1154, 403
frame-030.yuv.gz, 2, 84, 423, 139, 420, 1009, 415, 1069, 417
frame-031.yuv.gz, 1, 887, 428, 949, 432, -1, -1, -1, -1
frame-032.yuv.gz, 1, 804, 420, 868, 420, -1, -1, -1, -1
frame-033.yuv.gz, 1, 762, 450, 825, 450, -1, -1, -1, -1
frame-034.yuv.gz, 1, 720, 461, 782, 463, -1, -1, -1, -1
frame-035.yuv.gz, 1, 712, 487, 779, 487, -1, -1, -1, -1
frame-036.yuv.gz, 1, 721, 577, 789, 581, -1, -1, -1, -1
frame-037.yuv.gz, 1, 722, 618, 787, 623, -1, -1, -1, -1
frame-038.yuv.gz, 1, 757, 666, 820, 670, -1, -1, -1, -1
frame-039.yuv.gz, 1, 803, 660, 875, 667, -1, -1, -1, -1
frame-040.yuv.gz, 2, 875, 653, 941, 658, -1, -1, -1, -1
frame-041.yuv.gz, 2, 3, 661, 42, 655, 928, 653, 1004, 659
frame-042.yuv.gz, 2, 54, 657, 127, 655, 1013, 653, 1084, 662
frame-043.yuv.gz, 2, 139, 644, 212, 649, 1089, 653, 1164, 659
frame-044.yuv.gz, 2, 194, 646, 257, 646, 1145, 654, 1219, 658
frame-045.yuv.gz, 2, 283, 644, 342, 649, 1247, 656, 1280, 664
frame-046.yuv.gz, 1, 400, 624, 452, 627, -1, -1, -1, -1
frame-047.yuv.gz, 1, 478, 598, 530, 599, -1, -1, -1, -1
frame-048.yuv.gz, 1, 568, 576, 621, 580, -1, -1, -1, -1
frame-049.yuv.gz, 1, 627, 572, 683, 572, -1, -1, -1, -1
frame-050.yuv.gz, 1, 705, 546, 754, 546, -1, -1, -1, -1
frame-051.yuv.gz, 1, 761, 528, 810, 528, -1, -1, -1, -1
frame-052.yuv.gz, 1, 829, 517, 884, 519, -1, -1, -1, -1
frame-053.yuv.gz, 1, 910, 523, 973, 526, -1, -1, -1, -1
frame-054.yuv.gz, 1, 958, 515, 1024, 515, -1, -1, -1, -1
frame-055.yuv.gz, 1, 1021, 492, 1088, 492, -1, -1, -1, -1
frame-056.yuv.gz, 1, 1066, 455, 1126, 454, -1, -1, -1, -1
frame-057.yuv.gz, 1, 975, 375, 1039, 376, -1, -1, -1, -1
frame-058.yuv.gz, 1, 894, 322, 944, 324, -1, -1, -1, -1
frame-059.yuv.gz, 1, 714, 256, 749, 257, -1, -1, -1, -1
frame-060.yuv.gz, 1, 586, 227, 629, 229, -1, -1, -1, -1
